"filename","key","url","id","type"
"SCANFI_spsCC_PICE_RUB_1985_v2_20260119.tif.aux.xml","SCANFI_v2/1985/SCANFI_spsCC_PICE_RUB_1985_v2_20260119.tif.aux.xml","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PICE_RUB_1985_v2_20260119.tif.aux.xml","18S8M0veKlfcrbL4hgkKo0BAfLYR0ik40","file"
"SCANFI_spsCC_PICE_RUB_1985_v2_20260119.tif.ovr","SCANFI_v2/1985/SCANFI_spsCC_PICE_RUB_1985_v2_20260119.tif.ovr","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PICE_RUB_1985_v2_20260119.tif.ovr","1om1saF4Zj55ZqEnHX1FFrRtBNKVZ602g","file"
"SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif","SCANFI_v2/1985/SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif","126u5OjafO5ggHfwSVxjdPXsPjKTbtp3V","file"
"SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif.aux.xml","SCANFI_v2/1985/SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif.aux.xml","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif.aux.xml","1X3HGYHswKJr6YYR4yhE8oPCIXLcwSEZi","file"
"SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif.ovr","SCANFI_v2/1985/SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif.ovr","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PICE_SIT_1985_v2_20260119.tif.ovr","1hY3KN_AbUa3K4ye-A2Ei0sjiDP8Ymn1J","file"
"SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif","SCANFI_v2/1985/SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif","1Q3UDjwGVBeVGoeMbTKZfjkGPuoV4Mn1w","file"
"SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif.aux.xml","SCANFI_v2/1985/SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif.aux.xml","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif.aux.xml","10-10KMephaxg5WIvAnmO4orPZkYICheN","file"
"SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif.ovr","SCANFI_v2/1985/SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif.ovr","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PINU_BAN_1985_v2_20260119.tif.ovr","18INGCfT9vBApywD4CxwvOhmAHMN1APAC","file"
"SCANFI_spsCC_PINU_CON_CON_1985_v2_20260119.tif","SCANFI_v2/1985/SCANFI_spsCC_PINU_CON_CON_1985_v2_20260119.tif","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PINU_CON_CON_1985_v2_20260119.tif","1n-_ZweW4y3r0NOTpX1CAHgdQzD9XLmLd","file"
"SCANFI_spsCC_PINU_CON_CON_1985_v2_20260119.tif.aux.xml","SCANFI_v2/1985/SCANFI_spsCC_PINU_CON_CON_1985_v2_20260119.tif.aux.xml","https://object-arbutus.cloud.computecanada.ca/predictiveecology/SCANFI_v2/1985/SCANFI_spsCC_PINU_CON_CON_1985_v2_20260119.tif.aux.xml","1bEkXUUuTF-TZ3EYdQ2ZV7GBFJPMB-w4Z","file"
